NO,등록번호,제호,기관명,종별,간별,발행인,편집인,인쇄소,유형,보급지역,상세지역,법인명,등록일,발행소명,발행소 우편번호,발행소 주소,발행소 전화번호
4748,라00041,사이언스엠디뉴스,동대문,잡지,월간,이재덕,김영길,(주)한국씨티에스,법인,전국,전국,사이언스엠디뉴스(주),2009-04-14,사이언스엠디뉴스(주),130820,"서울특별시 동대문구 무학로36길 34, 4층 (용두동, 원진빌딩)",--
4747,라00040,스도쿠,동대문,잡지,월간,김동성,김동성,우리문화,개인,전국,전국,,2009-04-14,,130717,"서울특별시 동대문구 한천로63길 10,116동 1501호 (이문동, 이문e편한세상아파트)",02-953-4314
4746,라00037,동아약보,동대문,잡지,월간,김민영,권혁중,(주)동아칼라팩,법인,전국,전국,,2009-04-14,동아쏘시오홀딩스 주식회사,02587,서울 동대문구 천호대로 64 (용두동),02-920-8333
4745,라00036,문화플러스서울,동대문,잡지,월간,이창기,이창기,디자인이끼,법인,전국,전국,(재)서울문화재단,2009-04-14,(재)서울문화재단,130823,"서울특별시 동대문구 청계천로 517 (용두동, 서울문화재단청사)",02-3290-7124
4744,바00009,문학예술,동대문,잡지,계간,이일기,이일기,동우IPC,개인,전국,전국,,2009-04-14,,130823,"서울특별시 동대문구 왕산로9길 19, 5층 (용두동, 대광빌딩)",--
4743,라00344,위즈키즈,서울중,잡지,월간,장동하,장동하,평화당인쇄(주),법인,전국,전국,(주)교원,2009-04-14,(주)교원,04539,"서울 중구 을지로 51 (을지로2가, 내외빌딩)",02-397-0256
4742,라00343,과학소년,서울중,잡지,월간,장동하,장동하,평화당인쇄(주),법인,전국,전국,(주)교원,2009-04-14,(주)교원,04539,"서울 중구 을지로 51 (을지로2가, 내외빌딩)",02-397-0256
4741,사00003,불교문학,중랑,잡지,연2회간,정정순,정정순,문영사,개인,,"국내,캐나다,미국,일본,중국",,2009-04-14,,131852,"서울특별시 중랑구 중랑역로 204 (묵동, 민선빌딩)",--
4740,라00035,종합퍼즐,동대문,잡지,월간,김동성,김동성,우리문화,개인,전국,전국,,2009-04-14,,130717,"서울특별시 동대문구 한천로63길 10, 116동 1501호 (이문동, 이문e편한세상아파트)",02-953-4314
4739,라00034,월간스토리문학,동대문,잡지,월간,김순진,이덕형,서진인쇄사,개인,전국,전국,,2009-04-14,,130814,"서울특별시 동대문구 난계로26길 55, C동 302호 (신설동,삼우빌딩)",--
4738,바00010,빌딩관리,동대문,잡지,월간,송순태,송순태,백산하이테크,개인,전국,전국,,2009-04-14,,130811,"서울특별시 동대문구 청계천로 433, 807호 (신설동, 미우골든오피스텔)",--
4737,라00032,위와장,동대문,잡지,월간,이순,이문호,서울문화인쇄(주),개인,전국,전국,,2009-04-14,,130811,"서울특별시 동대문구 하정로 42, 303호 (신설동, 욱도빌딩)",--
4736,라00369,레저여행,서울중,잡지,월간,안준호,안준호,(주)백암문화사,개인,전국,전국,,2009-04-14,,130823,"서울특별시 동대문구 무학로33길 7, 2층 (용두동, 용두빌딩)",--
4735,라00038,윈도어(windoor),성북,잡지,월간,안규명,안규명,한일문화사,개인,전국,전국,,2009-04-14,,136052,"서울특별시 성북구 보문로30길 71, 4층(동선동2가,패션빌딩)",02-925-2070
4734,라00037,더리빙(The Living),성북,잡지,월간,이보경,이보경,정진피앤비,개인,,국내,,2009-04-14,,136052,"서울특별시 성북구 보문로30길 71, 4층(동선동2가,패션빌딩)",02-925-2070
4733,라00349,안전신문고,종로,잡지,월간,권은숙,권은숙,(주)우진문화,개인,전국,전국,,2009-04-14,,03116,"서울 종로구 종로66길 31, 309호 (숭인동, 숭신빌딩)",02-2234-7989
4732,바00015,한국문학인,양천,잡지,계간,김호운,김호운,(주)태웅인쇄사,법인,지역,국내,,2009-04-14,(사)한국문인협회,158720,"서울특별시 양천구  목동서로 225, 1017호(목동, 예술인회관[센터])",02-744-8046
4731,라00077,한맥문학,서대문,잡지,월간,박의균,박의균,삼문정밀인쇄(주)    ,개인,전국,전국,,2009-04-14,,120855,서울특별시 서대문구  통일로 479-5,--
4730,라00086,복음과 상황,서대문,잡지,월간,김병년,김병년,(주)예원프린팅,개인,전국,전국,,2009-04-14,,110530,서대문구 창천동 506-10 산성빌딩 104호,02-744-3010
4729,라00173,월간 매거진아트,종로,잡지,월간,권영일,권영일,(주)조양애드컴,개인,전국,전국,,2009-04-14,,110707,"서울특별시 종로구  삼일대로23길 26, 303호(익선동30-6, 운현신화타워)",--
4728,라00281,데일리디포커스(di-focus),영등포,잡지,월간,한채옥,한채옥,동신인쇄,법인,전국,전국,주식회사 재난포커스,2009-04-14,주식회사 재난포커스,07402,"서울 영등포구 가마산로46가길 9, 2층 (대림동)",02-735-0963
4727,바00105,엑스인(Exin),서초,잡지,계간,이창우,김상회,성광문화인쇄사,법인,전국,전국,(재)한백,2009-04-14,(재)한백,137786,"서울특별시 서초구  서운로 19, 1806호 (서초동, 서초월드오피스텔)",--
4726,라00461,문예사조,서울중,잡지,월간,이재갑,이재갑,동신문화사,개인,전국,전국,,2009-04-14,,100863,서울특별시 중구  퇴계로41길 8,--
4725,라00642,월간 농촌 경제,강남,잡지,월간,설재구,설재구,경일칼라콤(주),개인,지역,국내 및 해외,,2009-04-14,설재구,06086,"서울 강남구 봉은사로81길 9, B2층 (삼성동, 대영빌딩)",010-****-9290
4724,바00138,월간 코리아라이프,종로,잡지,계간,박훈영,박훈영,(주)백제문화,개인,전국,전국,,2009-04-14,,110700,"서울특별시 종로구 새문안로 82, 4층 (신문로1가, 근우빌딩)",--
4723,마00062,민족정기(民族精氣),서울중,잡지,격월간,허현,허현,(주)철도인쇄공사,법인,전국,전국,,2009-04-14,(사)한민족독립정신연구회,100282,"서울특별시 중구  마른내로 72(인현동2가, 신성빌딩 428호)",02-2272-4109
4722,바00006,현대시조,강북,잡지,계간,이성보,김종기,우신문화,개인,,국내외,,2009-04-14,,136808,서울특별시 성북구  삼양로 673 지층,--
4721,마00067,더주얼리(THE JEWELRY),마포,잡지,격월간,김동시,김동시,금강인쇄(주),개인,전국,전국,,2009-04-14,,121715,"서울특별시 마포구  마포대로 196, 8층 812호(아현동, 고려아카데미텔)",--
4720,라00425,월간 마이더스(Midas),종로,잡지,월간,황대일,"성기홍,황대일",(주)보명씨앤아이,법인,전국,전국,(재)연합뉴스동북아센터,2009-04-14,(재)연합뉴스동북아센터,110140,"서울특별시 종로구 율곡로2길 25(수송동, 연합뉴스빌딩)",02-398-3767
4719,라00422,밴티지포인트,종로,잡지,월간,송현승,이병로,(주)씨엠프린팅,법인,,국내외,,2009-04-14,(주)연합뉴스,110885,"서울특별시 종로구  율곡로2길 25 (수송동, 연합뉴스빌딩)",--
4718,바00002,KDI Journal of Economic Policy,세종특별자치시,잡지,계간,김세직,김세직,(주)현대아트컴,법인,전국,전국,한국개발연구원,2009-04-14,한국개발연구원,30149,"세종특별자치시 남세종로 263 (반곡동, 한국개발연구원 (KDI) / 국제정책대학원)",044-550-4022
4717,바00153,자유문학,서울중,잡지,계간,신새별,신세훈,천우문화사,개인,,국내외,,2009-04-14,,110524,서울특별시 종로구 대학로 119-6 (명륜4가),--
4716,라00435,119안전뉴스,종로,잡지,월간,전혜원,김현남,영은문화(주),법인,전국,전국,주식회사 소방안전신문사,2009-04-14,주식회사 소방안전신문사,110825,"서울특별시 종로구 종로66길 20, 2층(숭인동, 계명빌딩)",02-2274-4119
4715,라00558,미스코리아(Miss Korea),서울중,잡지,월간,이성철,이성철,(주)한국일보사,법인,전국,전국,,2009-04-14,(주)한국일보사,100998,서울특별시 중구 세종대로 17  (남대문로5가),02-724-2114
4714,라00106,통일화보,서대문,잡지,월간,권오복,권오복,(주)철도인쇄공사,법인,,국내외,,2009-04-14,(주)통일일보사,120012,"서울특별시 서대문구 경기대로 58, 207호 (충정로2가, 경기빌딩)",25-365-0162
4713,사00062,인터내셔날 저널 오브 유니피케이션 스터디스,서초,잡지,연2회간,최진욱,최진욱,(주)현대아트컴,법인,,국내외,,2009-04-14,통일연구원,137756,서울특별시 서초구 반포대로 217  조달청빌딩,02-2023-8000
4712,사00061,통일정책연구(統一政策硏究),서초,잡지,연2회간,최진욱,최진욱,(주)현대아트컴,법인,,국내외,,2009-04-14,통일연구원,137756,서울특별시 서초구 반포대로 217  조달청빌딩,02-2023-8000
4711,라00013,KIET산업경제,세종특별자치시,잡지,월간,권남훈,김인철,(주)유성사,법인,전국,전국,,2009-04-14,산업연구원,339007,"세종특별자치시  시청대로 370 , 경제정책동(반곡동, 세종국책연구단지)",044-287-3114
4710,사00003,주요산업동향지표,세종특별자치시,잡지,연2회간,권남훈,김인철,이호문화사,법인,전국,전국,산업연구원,2009-04-14,산업연구원,339007,"세종특별자치시  시청대로 370,  경제정책동(반곡동, 세종국책연구단지)",044-287-3114
4709,라00106,문화관광저널,성동,잡지,월간,전병열,전병열,(주)대명피앤씨,법인,전국,전국,(주)경향뉴스원,2009-04-14,(주)경향뉴스원,04709,"서울 성동구 고산자로 269 1714호(도선동, 신한넥스텔)",02-2281-7066
4708,라00481,장애인인권저널 VOICE,영등포,잡지,월간,황광식,황광식,금석문화인쇄사,법인,전국,전국,사단법인 한국장애인연맹,2009-04-14,사단법인 한국장애인연맹,07236,"서울 영등포구 의사당대로 22, 405호 (여의도동, 이룸센터)",02-457-0427
4707,라00101,에듀클래식(educlassic),성동,잡지,월간,김종섭,김종섭,(주)애드샵컴퍼니,개인,전국,전국,,2009-04-14,,04795,"서울 성동구 아차산로7나길 18, 408호 (성수동2가, 성수 APEX CENTER)",02-3141-6613
4706,사00004,Yonsei Journal of Clinical Orthodontics,성동,잡지,연2회간,최용원,최용원,정문출판(주),개인,전국,전국,,2009-04-14,최용원,04782,"서울 성동구 연무장5가길 25, 1507호 (성수동2가, 성수역 SK V1 Tower)",02-922-7080
4705,바00174,문학정신,종로,잡지,계간,김수경,김수경,조광출판인쇄(주),개인,전국,전국,,2009-04-14,,03157,"서울 종로구 종로 19, 1121호 (종로1가, 르메이에르종로타운)",02-732-0501
4704,바00001,공연과이론,아산,잡지,계간,오세곤,홍창수,유광문화인쇄공사,단체,전국,전국,,2009-04-14,공연과 이론을 위한 모임,142879,충청남도 아산시 송악면 송악로380번길 61-3,010-****-7250
4703,바00002,시티 in,하남,잡지,계간,고승선,고승선,이지미술,개인,전국,전국,,2009-04-14,,465820,"경기도 하남시 신평로 56, 806호 (신장동, 리빙나라)",--
4702,마00002,농촌경제,나주,잡지,격월간,한두봉,한두봉,(주)에이치에이엔컴퍼니,법인,전국,전국,(재)한국농촌경제연구원,2009-04-14,(재)한국농촌경제연구원,58217,전남 나주시 빛가람로 601(빛가람동) 한국농촌경제연구원,-1833-5500
4701,라00002,시사뉴스타임즈,동해,잡지,월간,우용철,우용철,신우문화인쇄,법인,전국,전국,,2009-04-14,주식회사 우리소리,240812,강원도 동해시  감추6길 34-1,--
4700,바00049,지구문학,구로,잡지,계간,김재엽,김재엽,천광인쇄,개인,전국,"전국 각지, 재외한인 거주지역",,2009-04-14,,08303,"서울 구로구 구로중앙로18길 40 (구로동),2층(구로동,한누리미디어)",02-379-4514
4699,바00162,방송통신저널,마포,잡지,계간,원종남,원종남,(주)교학사,개인,전국,전국,,2009-04-14,원종남,04182,"서울 마포구 새창로 52, 107동 1504호 (도화동, 도화동현대아파트)",02-738-0001
4698,라00109,통일교육마당,고양,잡지,월간,박병건,박병건,천일문화사,법인,전국,전국,,2009-04-14,(사)통일교육개발연구원,10449,"경기 고양시 일산동구 호수로 358-39, 725호 (백석동, 동문타워I)",031-994-3001
4697,라00129,디지털농업,서대문,잡지,월간,강호동,김정식,(주)삼성엘리트인쇄,법인,전국,전국,,2009-04-14,(사)농민신문사,03735,서울 서대문구 독립문로 59 (냉천동),02-3703-6114
4696,바00161,열린지평,서초,잡지,계간,최선례,박연신,(주)일진인쇄,개인,전국,전국,,2009-04-14,,06709,서울 서초구 효령로 222 (서초동),02-737-7999
4695,라00058,삶터문학,파주,잡지,월간,곽호중,곽호중,대한교과서(주),개인,전국,전국,,2009-04-14,곽호중,10823,경기 파주시 문산읍 문산리 10-93 문산시장 호수아파트 제101상가동 제2층 제266호,010-****-1334
4694,라00955,월간 가이드아트,강남,잡지,월간,설재구,설재구,경일칼라콤(주),개인,지역,국내 및 해외,,2009-04-14,설재구,06086,"서울 강남구 봉은사로81길 9, B2층 (삼성동, 대영빌딩)",010-****-9290
4693,라00945,웨딩21wedding21,강남,잡지,월간,서유석,서유석,(주)삼조인쇄,법인,전국,전국,주식회사 케이웨딩컴퍼니,2009-04-14,주식회사 케이웨딩컴퍼니,06011,"서울 강남구 압구정로79길 17,401호 (청담동)",02-540-2771
4692,사00001,기독시문학,원주,잡지,연2회간,이무권,이무권,새한문화사,단체,전국,전국,,2009-04-14,한국기독시인협회,26372,강원 원주시 문막읍 동화골길 48-24 (동화리),010-****-0088
4691,라00220,월간 자동판매기,송파,잡지,월간,윤영발,윤영발,(주)태성디피에이,법인,전국,전국,한국자동판매기운영업협동조합,2009-04-14,한국자동판매기운영업협동조합,05855,"서울 송파구 법원로8길 7, 1002호 (문정동, 화엄타워)",02-766-1202
4690,라00724,한국화보,서울중,잡지,월간,고광숙,고광숙,조광출판인쇄(주),개인,지역,국내.해외,,2009-04-14,고광숙,04519,서울 중구 세종대로 135-7 6층 (태평로1가),02-720-2883
4689,라00123,월간 서금요법,동대문,잡지,월간,유태우,유태우,금강프린테크,법인,전국,전국,(주)고려수지,2009-04-14,(주)고려수지,02586,"서울 동대문구 난계로 250, 4층 (신설동)",02-2231-3000
4688,사00012,The Traveller Premium Edition(더트래블러프리미엄에디션),광진,잡지,연2회간,이형옥,이형옥,(주)갑우문화사,개인,전국,전국,,2009-04-14,하나티앤미디어,04964,"서울 광진구 아차산로 637 (광장동, 워커힐아파트) 12-901",02-457-6905
4687,라00752,엔케이비젼(NK Vision),서울중,잡지,월간,한기홍,한기홍,삼아기획인쇄,법인,전국,전국,(사)북한민주화네트워크,2009-04-14,(사)북한민주화네트워크,04627,"서울 중구 삼일대로2길 80, 2층 (주자동, 대도빌딩)",02-723-6711
4686,라00576,시사대한화보,종로,잡지,월간,김상석,김상석,(주)유성사,개인,전국,전국,,2009-04-14,시사대한화보,03115,"서울 종로구 종로66길 20 (숭인동, 계명빌딩) 603호",010-****-1884
